,Name,Blue,Green,Yellow,Red,Purple
2372,3132.jpg,0,0,0,0,0
2373,3133.jpg,1,1,1,0,0
2374,3134.jpg,0,1,0,0,0
2375,3135.jpg,0,0,1,0,0
2376,3136.jpg,1,1,0,1,1
2377,3137.jpg,0,1,1,0,0
2378,3138.jpg,1,0,0,1,0
2379,3139.jpg,1,0,1,0,0
2380,314.jpg,0,0,1,1,0
2381,3140.jpg,0,1,0,0,0
2382,3141.jpg,0,1,1,1,0
2383,3142.jpg,1,1,1,0,0
2384,3143.jpg,1,0,0,0,1
2385,3144.jpg,0,0,1,0,0
2386,3145.jpg,0,0,1,0,0
2387,3146.jpg,0,0,0,1,0
2388,3147.jpg,1,0,0,0,0
2389,3148.jpg,0,0,0,1,0
2390,3149.jpg,0,0,0,0,0
2391,315.jpg,1,0,0,0,0
2392,3150.jpg,0,1,1,0,0
2393,3151.jpg,1,1,1,0,0
2394,3152.jpg,0,0,1,1,0
2395,3153.jpg,0,1,0,0,0
2396,3154.jpg,0,1,0,1,0
2397,3155.jpg,0,0,0,1,0
2398,3156.jpg,0,0,1,1,0
2399,3157.jpg,0,1,1,1,0
2400,3158.jpg,1,0,0,0,0
2401,3159.jpg,0,1,1,1,0
2402,316.jpg,1,0,0,1,0
2403,3160.jpg,1,1,1,1,0
2404,3161.jpg,0,1,1,0,0
2405,3162.jpg,0,0,0,0,0
2406,3163.jpg,0,1,1,1,0
2407,3164.jpg,0,0,1,0,0
2408,3165.jpg,0,0,1,0,0
2409,3166.jpg,0,1,1,0,0
2410,3167.jpg,0,1,0,0,0
2411,3168.jpg,1,0,1,0,0
2412,3169.jpg,1,0,0,0,0
2413,317.jpg,1,0,0,1,0
2414,3170.jpg,1,0,1,0,0
2415,3171.jpg,0,0,0,0,0
2416,3172.jpg,0,0,1,1,0
2417,3173.jpg,0,1,1,0,0
2418,3174.jpg,1,0,0,0,0
2419,3175.jpg,1,1,1,0,0
2420,3176.jpg,0,1,1,0,0
2421,3177.jpg,1,0,1,0,0
2422,3178.jpg,1,0,0,0,0
2423,3179.jpg,0,1,0,0,0
2424,318.jpg,1,0,0,0,0
2425,3180.jpg,1,1,1,0,0
2426,3181.jpg,0,1,1,0,0
2427,3182.jpg,1,0,1,0,0
2428,3183.jpg,1,1,1,1,0
2429,3184.jpg,0,0,1,0,0
2430,3185.jpg,0,0,0,1,1
2431,3186.jpg,0,0,0,0,1
2432,3187.jpg,0,1,1,1,0
2433,3188.jpg,0,0,0,1,0
2434,3189.jpg,0,0,1,0,0
2435,319.jpg,1,0,1,0,0
2436,3190.jpg,0,1,1,1,0
2437,3191.jpg,0,0,1,0,0
2438,3192.jpg,0,1,0,0,1
2439,3193.jpg,0,1,0,0,1
2440,3194.jpg,0,0,1,1,0
2441,3195.jpg,0,1,1,0,0
2442,3196.jpg,0,0,0,1,1
2443,3197.jpg,1,0,1,1,0
2444,3198.jpg,0,0,1,1,0
2445,3199.jpg,0,0,1,1,0
2446,32.jpg,1,0,0,1,0
2447,320.jpg,1,0,0,0,0
2448,3200.jpg,0,0,1,1,0
2449,3201.jpg,1,0,0,0,0
2450,3202.jpg,0,0,1,1,0
2451,3203.jpg,0,0,0,0,0
2452,3204.jpg,0,1,1,1,0
2453,3205.jpg,1,0,1,1,0
2454,3206.jpg,0,0,1,1,0
2455,3207.jpg,1,0,0,0,0
2456,3208.jpg,0,0,0,1,1
2457,3209.jpg,0,0,1,1,0
2458,321.jpg,1,0,1,1,0
2459,3210.jpg,0,0,1,1,0
2460,3211.jpg,0,0,0,1,0
2461,3212.jpg,1,1,0,1,0
2462,3213.jpg,0,0,1,1,0
2463,3214.jpg,0,0,0,0,0
2464,3215.jpg,1,0,0,1,1
2465,3216.jpg,1,0,1,1,1
2466,3217.jpg,0,0,0,0,1
2467,3218.jpg,0,0,0,0,0
2468,3219.jpg,1,0,1,1,0
2469,322.jpg,1,0,1,0,0
2470,3220.jpg,0,0,0,1,0
2471,3221.jpg,0,0,0,1,0
2472,3222.jpg,1,1,1,1,0
2473,3223.jpg,1,0,1,1,1
2474,3224.jpg,1,0,0,1,0
2475,3225.jpg,0,0,0,1,0
2476,3226.jpg,0,0,0,1,0
2477,3227.jpg,0,0,0,1,0
2478,3228.jpg,1,0,1,1,1
2479,3229.jpg,0,0,0,1,0
2480,323.jpg,0,0,0,1,0
2481,3230.jpg,1,0,1,1,0
2482,3231.jpg,0,0,0,0,0
2483,3232.jpg,0,0,1,1,0
2484,3233.jpg,1,1,1,1,0
2485,3234.jpg,1,0,0,1,0
2486,3235.jpg,1,0,0,0,0
2487,3236.jpg,0,1,1,1,0
2488,3237.jpg,1,0,1,1,0
2489,3238.jpg,0,0,0,1,0
2490,3239.jpg,1,0,1,1,0
2491,324.jpg,1,0,0,0,0
2492,3240.jpg,0,0,1,1,0
2493,3241.jpg,1,0,1,1,0
2494,3242.jpg,1,0,0,0,0
2495,3243.jpg,1,0,1,0,0
2496,3244.jpg,0,1,0,1,0
2497,3245.jpg,0,1,1,1,0
2498,3246.jpg,1,0,1,1,0
2499,3247.jpg,0,0,0,1,0
2500,3248.jpg,1,0,0,1,1
2501,3249.jpg,1,1,1,1,0
2502,325.jpg,1,0,0,1,0
2503,3250.jpg,0,0,0,1,0
2504,3251.jpg,0,0,0,1,0
2505,3252.jpg,1,0,1,1,0
2506,3253.jpg,0,1,1,0,0
2507,3254.jpg,1,0,0,1,0
2508,3255.jpg,0,0,0,1,0
2509,3256.jpg,0,0,1,1,0
2510,3257.jpg,0,1,1,1,0
2511,3258.jpg,0,0,1,1,0
2512,3259.jpg,1,0,1,1,0
2513,326.jpg,1,0,1,0,0
2514,3260.jpg,1,0,1,1,0
2515,3261.jpg,0,0,1,1,1
2516,3262.jpg,1,0,1,1,0
2517,3263.jpg,0,1,1,0,0
2518,3264.jpg,1,1,1,0,0
2519,3265.jpg,0,0,0,1,0
2520,3266.jpg,0,0,0,1,0
2521,3267.jpg,0,0,1,1,0
2522,3268.jpg,0,1,1,1,0
2523,3269.jpg,0,0,1,0,0
2524,327.jpg,1,0,1,1,0
2525,3270.jpg,0,0,1,1,0
2526,3271.jpg,1,0,0,1,1
2527,3272.jpg,0,1,1,1,0
2528,3273.jpg,0,0,1,0,0
2529,3274.jpg,0,1,1,1,0
2530,3275.jpg,1,0,0,1,0
2531,3276.jpg,1,0,1,0,0
2532,3277.jpg,1,0,0,1,1
2533,3278.jpg,0,0,0,1,0
2534,3279.jpg,0,0,1,0,0
2535,328.jpg,1,0,1,0,0
2536,3280.jpg,0,0,0,0,0
2537,3281.jpg,0,0,1,1,0
2538,3282.jpg,1,0,1,1,0
2539,3283.jpg,0,1,1,1,0
2540,3284.jpg,0,1,1,1,0
2541,3285.jpg,1,1,1,0,0
2542,3286.jpg,1,0,1,0,0
2543,3287.jpg,0,0,1,1,0
2544,3288.jpg,0,0,1,1,0
2545,3289.jpg,1,0,1,1,0
2546,329.jpg,1,0,1,1,0
2547,3290.jpg,0,0,1,1,0
2548,3291.jpg,1,0,1,0,0
2549,3292.jpg,0,0,1,1,0
2550,3293.jpg,0,1,1,0,0
2551,3294.jpg,0,0,1,0,0
2552,3295.jpg,0,0,0,0,0
2553,3296.jpg,1,0,0,1,1
2554,3297.jpg,0,1,1,0,0
2555,3298.jpg,0,0,1,1,0
2556,3299.jpg,1,0,1,0,0
2557,33.jpg,0,0,1,1,0
2558,330.jpg,1,0,1,0,0
2559,3300.jpg,1,1,1,0,0
2560,3301.jpg,0,1,1,1,0
2561,3302.jpg,1,0,0,0,0
2562,3303.jpg,1,0,0,0,0
2563,3304.jpg,1,0,1,1,0
2564,3305.jpg,0,1,1,0,0
2565,3306.jpg,1,1,1,0,0
2566,3307.jpg,0,0,1,1,0
2567,3308.jpg,1,0,1,1,0
2568,3309.jpg,1,0,1,1,0
2569,331.jpg,1,1,1,1,0
2570,3310.jpg,1,0,0,0,0
2571,3311.jpg,0,0,1,0,0
2572,3312.jpg,0,0,1,1,0
2573,3313.jpg,1,1,0,1,0
2574,3314.jpg,1,1,1,1,0
2575,3315.jpg,0,0,1,0,0
2576,3316.jpg,1,0,0,1,0
2577,3317.jpg,0,0,1,1,1
2578,3318.jpg,1,0,1,1,0
2579,3319.jpg,0,0,1,1,0
2580,332.jpg,1,0,1,1,0
2581,3320.jpg,0,0,1,1,1
2582,3321.jpg,1,1,1,0,0
2583,3322.jpg,0,1,1,1,0
2584,3323.jpg,1,0,1,1,0
2585,3324.jpg,0,1,1,1,0
2586,3325.jpg,0,0,1,0,0
2587,3326.jpg,0,0,0,0,0
2588,3327.jpg,0,0,0,1,0
2589,3328.jpg,0,0,1,1,0
2590,3329.jpg,1,0,1,1,0
2591,333.jpg,1,0,0,1,0
2592,3330.jpg,0,0,0,0,0
2593,3331.jpg,0,0,0,1,1
2594,3332.jpg,0,0,0,1,0
2595,3333.jpg,0,0,1,1,0
2596,3334.jpg,0,0,1,1,0
2597,3335.jpg,0,0,1,0,0
2598,3336.jpg,0,1,1,1,0
2599,3337.jpg,1,0,0,0,0
2600,3338.jpg,0,1,1,0,0
2601,3339.jpg,0,0,1,1,0
2602,334.jpg,1,0,0,0,0
2603,3340.jpg,0,0,1,1,0
2604,3341.jpg,0,0,1,1,0
2605,3342.jpg,0,0,1,0,0
2606,3343.jpg,0,0,1,1,0
2607,3344.jpg,0,0,1,1,0
2608,3345.jpg,0,0,1,1,0
2609,3346.jpg,0,0,1,0,0
2610,3347.jpg,0,1,1,1,1
2611,3348.jpg,0,0,1,1,0
2612,3349.jpg,0,0,1,1,1
2613,335.jpg,1,0,0,0,0
2614,3350.jpg,0,0,0,1,0
2615,3351.jpg,0,0,1,0,0
2616,3352.jpg,0,0,1,1,1
2617,3353.jpg,0,0,1,1,1
2618,3354.jpg,0,0,1,0,0
2619,3355.jpg,0,0,1,1,0
2620,3356.jpg,1,0,1,0,0
2621,3357.jpg,0,0,0,1,0
2622,3358.jpg,1,0,1,1,0
2623,3359.jpg,1,0,0,0,0
2624,336.jpg,1,0,0,0,0
2625,3360.jpg,1,0,0,0,0
2626,3361.jpg,1,1,0,1,1
2627,3362.jpg,0,0,1,1,0
2628,3363.jpg,1,1,1,0,0
2629,3364.jpg,0,0,0,0,0
2630,3365.jpg,0,1,1,1,1
2631,3366.jpg,0,0,1,0,0
2632,3367.jpg,0,0,0,1,0
2633,3368.jpg,0,1,1,1,0
2634,3369.jpg,0,0,1,1,0
2635,337.jpg,1,0,1,1,0
2636,3370.jpg,0,1,1,0,0
2637,3371.jpg,1,0,0,1,0
2638,3372.jpg,0,0,1,0,0
2639,3373.jpg,0,0,1,1,0
2640,3374.jpg,0,0,0,1,1
2641,3375.jpg,0,1,1,1,0
2642,3376.jpg,1,1,1,1,0
2643,3377.jpg,0,0,0,1,0
2644,3378.jpg,0,1,1,0,0
2645,3379.jpg,0,0,0,1,0
2646,338.jpg,1,0,0,0,0
2647,3380.jpg,0,1,0,1,1
2648,3381.jpg,0,0,0,1,0
2649,3382.jpg,0,0,0,1,0
2650,3383.jpg,0,0,1,1,0
2651,3384.jpg,1,0,1,0,0
2652,3385.jpg,1,1,0,1,0
2653,3386.jpg,0,0,1,0,0
2654,3387.jpg,0,0,1,1,1
2655,3388.jpg,0,0,1,0,0
2656,3389.jpg,0,0,1,0,0
2657,339.jpg,1,0,0,0,0
2658,3390.jpg,1,0,1,1,0
2659,3391.jpg,0,0,1,0,0
2660,3392.jpg,1,0,1,0,0
2661,3393.jpg,0,0,1,0,0
2662,3394.jpg,0,0,1,1,0
2663,3395.jpg,0,0,1,0,0
2664,3396.jpg,0,0,0,0,0
2665,3397.jpg,0,0,0,0,0
2666,3398.jpg,0,0,1,1,0
2667,3399.jpg,0,0,0,0,0
2668,34.jpg,0,0,0,0,0
2669,340.jpg,1,0,0,0,0
2670,3400.jpg,0,0,0,1,0
2671,3401.jpg,1,0,0,1,1
2672,3402.jpg,1,0,0,1,0
2673,3403.jpg,0,0,0,0,0
2674,3404.jpg,0,0,1,0,0
2675,3405.jpg,1,0,0,1,0
2676,3406.jpg,0,0,1,1,0
2677,3407.jpg,0,0,0,0,0
2678,3408.jpg,0,0,1,1,0
2679,3409.jpg,1,1,1,1,0
2680,341.jpg,1,0,1,1,0
2681,3410.jpg,1,1,1,1,0
2682,3411.jpg,1,0,1,0,0
2683,3412.jpg,0,0,0,1,0
2684,3413.jpg,1,0,1,1,0
2685,3414.jpg,1,0,1,1,0
2686,3415.jpg,0,0,1,1,0
2687,3416.jpg,1,0,1,1,0
2688,3417.jpg,0,0,1,1,0
2689,3418.jpg,1,0,1,1,0
2690,3419.jpg,1,0,0,1,0
2691,342.jpg,0,0,1,0,0
2692,3420.jpg,0,0,0,0,0
2693,3421.jpg,1,0,1,1,1
2694,3422.jpg,1,0,0,1,0
2695,3423.jpg,0,0,0,0,0
2696,3424.jpg,1,0,1,1,0
2697,3425.jpg,0,0,1,0,0
2698,3426.jpg,0,0,0,0,0
2699,3427.jpg,0,0,1,1,0
2700,3428.jpg,0,0,0,0,0
2701,3429.jpg,0,0,1,1,0
2702,343.jpg,1,0,1,1,0
2703,3430.jpg,0,0,1,0,0
2704,3431.jpg,0,0,1,0,0
2705,3432.jpg,0,0,1,1,0
2706,3433.jpg,1,1,1,1,0
2707,3434.jpg,0,0,1,0,0
2708,3435.jpg,0,0,0,0,0
2709,3436.jpg,0,0,1,0,0
2710,3437.jpg,1,0,1,1,0
2711,3438.jpg,0,0,1,1,0
2712,3439.jpg,1,0,1,0,0
2713,344.jpg,1,0,1,0,0
2714,3440.jpg,0,0,1,0,0
2715,3441.jpg,0,1,0,0,0
2716,3442.jpg,0,0,1,0,0
2717,3443.jpg,0,0,1,1,0
2718,3444.jpg,0,0,1,1,0
2719,3445.jpg,0,0,1,0,0
2720,3446.jpg,0,0,1,0,0
2721,3447.jpg,0,1,1,1,0
2722,3448.jpg,0,0,1,1,0
2723,3449.jpg,0,0,1,1,0
2724,345.jpg,1,0,1,1,0
2725,3450.jpg,1,0,0,0,1
2726,3451.jpg,1,0,0,1,0
2727,3452.jpg,0,0,1,0,0
2728,3453.jpg,0,0,1,1,0
2729,3454.jpg,0,0,1,1,1
2730,3455.jpg,1,0,1,1,0
2731,3456.jpg,0,0,1,1,0
2732,3457.jpg,0,0,0,1,0
2733,3458.jpg,1,0,1,1,1
2734,3459.jpg,1,0,1,1,0
2735,346.jpg,1,0,1,0,0
2736,3460.jpg,0,0,1,0,0
2737,3461.jpg,0,1,1,0,0
2738,3462.jpg,0,0,1,1,0
2739,3463.jpg,1,0,1,1,0
2740,3464.jpg,1,0,1,1,1
2741,3465.jpg,0,0,1,1,0
2742,3466.jpg,1,1,1,1,0
2743,3467.jpg,0,0,1,1,0
2744,3468.jpg,0,1,1,0,0
2745,3469.jpg,0,1,1,1,0
2746,347.jpg,1,0,1,0,0
2747,3470.jpg,0,0,0,1,0
2748,3471.jpg,0,0,1,0,0
2749,3472.jpg,1,0,1,0,0
2750,3473.jpg,0,1,1,1,0
2751,3474.jpg,0,0,1,1,0
2752,3475.jpg,0,1,1,1,0
2753,3476.jpg,0,0,0,1,0
2754,3477.jpg,0,0,0,1,0
2755,3478.jpg,1,1,1,0,0
2756,3479.jpg,0,0,1,0,0
2757,348.jpg,1,0,1,0,0
2758,3480.jpg,0,0,1,0,0
2759,3481.jpg,0,1,1,1,0
2760,3482.jpg,1,1,0,0,0
2761,3483.jpg,1,1,1,0,0
2762,3484.jpg,1,0,0,0,0
2763,3485.jpg,0,0,1,1,0
2764,3486.jpg,0,0,1,1,0
2765,3487.jpg,0,0,0,0,0
2766,3488.jpg,1,0,1,1,0
2767,3489.jpg,0,0,0,1,0
2768,349.jpg,1,0,1,1,0
2769,3490.jpg,1,1,1,0,0
2770,3491.jpg,1,0,0,0,0
2771,3492.jpg,0,0,0,0,0
2772,3493.jpg,0,0,0,1,0
2773,3494.jpg,1,0,0,0,0
2774,3495.jpg,0,1,1,1,0
2775,3496.jpg,0,0,0,1,0
2776,3497.jpg,0,0,1,0,0
2777,3498.jpg,1,1,1,0,0
2778,3499.jpg,0,0,0,0,0
2779,35.jpg,1,0,0,1,0
2780,350.jpg,1,0,0,0,0
2781,3500.jpg,0,0,0,1,0
2782,3501.jpg,0,0,0,0,0
2783,3502.jpg,1,0,1,1,1
2784,3503.jpg,0,1,1,1,0
2785,3504.jpg,1,0,1,1,0
2786,3505.jpg,0,1,1,0,0
2787,3506.jpg,0,0,1,1,0
2788,3507.jpg,0,0,1,1,0
2789,3508.jpg,0,1,1,1,0
2790,3509.jpg,1,0,0,1,0
2791,351.jpg,1,0,1,1,0
2792,3510.jpg,0,0,1,1,0
2793,3511.jpg,0,0,1,1,0
2794,3512.jpg,1,0,0,1,1
2795,3513.jpg,1,0,0,1,1
2796,3514.jpg,1,0,1,0,0
2797,3515.jpg,1,0,1,1,0
2798,3516.jpg,1,0,1,0,0
2799,3517.jpg,0,0,0,1,0
2800,3518.jpg,1,0,1,1,1
2801,3519.jpg,1,0,0,1,1
2802,352.jpg,1,0,1,1,0
2803,3520.jpg,0,0,1,1,0
2804,3521.jpg,1,0,1,1,0
2805,3522.jpg,0,0,0,1,0
2806,3523.jpg,0,0,0,0,0
2807,3524.jpg,0,0,1,1,1
2808,3525.jpg,0,0,0,0,0
2809,3526.jpg,0,0,0,0,0
2810,3527.jpg,0,0,1,0,0
2811,3528.jpg,0,0,1,0,0
2812,3529.jpg,0,0,1,1,0
2813,353.jpg,1,1,1,0,0
2814,3530.jpg,0,0,0,1,0
2815,3531.jpg,0,1,1,1,0
2816,3532.jpg,0,0,1,1,0
2817,3533.jpg,1,0,1,1,0
2818,3534.jpg,1,0,1,1,1
2819,3535.jpg,1,1,1,1,1
2820,3536.jpg,1,1,1,1,0
2821,3537.jpg,1,1,1,1,0
2822,3538.jpg,1,1,1,1,0
2823,3539.jpg,1,0,1,1,0
2824,354.jpg,0,0,1,0,0
2825,3540.jpg,1,0,1,1,0
2826,3541.jpg,1,0,0,1,0
2827,3542.jpg,1,0,1,1,0
2828,3543.jpg,1,1,1,1,0
2829,3544.jpg,1,1,1,1,0
2830,3545.jpg,1,1,1,1,0
2831,3546.jpg,1,0,1,1,0
2832,3547.jpg,1,1,1,1,0
2833,3548.jpg,1,1,1,1,0
2834,3549.jpg,1,0,1,1,0
2835,355.jpg,1,1,1,1,0
2836,3550.jpg,1,0,1,1,0
2837,3551.jpg,1,1,1,1,0
2838,3552.jpg,1,0,1,1,0
2839,3553.jpg,1,1,1,1,1
2840,3554.jpg,0,1,1,1,0
2841,3555.jpg,1,1,1,1,0
2842,3556.jpg,1,1,1,1,0
2843,3557.jpg,1,1,1,1,0
2844,3558.jpg,1,0,1,1,1
2845,3559.jpg,1,1,1,1,0
2846,356.jpg,1,0,1,1,0
2847,3560.jpg,1,1,1,1,0
2848,3561.jpg,1,0,1,1,0
2849,3562.jpg,1,1,1,1,1
2850,3563.jpg,1,1,1,1,0
2851,3564.jpg,1,0,1,1,0
2852,3565.jpg,0,1,1,1,0
2853,3566.jpg,0,1,1,1,0
2854,3567.jpg,1,0,1,1,0
2855,3568.jpg,0,1,1,1,0
2856,3569.jpg,0,1,1,1,0
2857,357.jpg,1,0,0,0,0
2858,3570.jpg,1,0,1,1,0
2859,3571.jpg,1,1,1,1,0
2860,3572.jpg,1,1,1,1,0
2861,3573.jpg,1,1,1,1,0
2862,3574.jpg,1,0,1,1,0
2863,3575.jpg,1,0,1,1,0
2864,3576.jpg,1,0,1,1,0
2865,3577.jpg,0,0,1,1,0
2866,3578.jpg,1,0,1,1,0
2867,3579.jpg,0,0,1,1,0
2868,358.jpg,1,0,0,0,0
2869,3580.jpg,0,0,1,1,0
2870,3581.jpg,1,0,1,1,0
2871,3582.jpg,1,0,1,1,0
2872,3583.jpg,1,1,1,1,0
2873,3584.jpg,1,0,1,1,0
2874,3585.jpg,0,0,1,1,0
2875,3586.jpg,0,1,1,1,0
2876,3587.jpg,1,0,1,1,0
2877,3588.jpg,0,0,1,1,0
2878,3589.jpg,0,0,1,1,0
2879,359.jpg,1,0,0,0,0
2880,3590.jpg,1,0,1,1,0
2881,3591.jpg,0,1,1,1,0
2882,3592.jpg,1,1,1,1,0
2883,3593.jpg,0,0,1,1,0
2884,3594.jpg,0,0,1,1,0
2885,3595.jpg,0,0,1,1,0
2886,3596.jpg,1,0,1,1,0
2887,3597.jpg,0,1,1,1,0
2888,3598.jpg,0,0,1,1,0
2889,3599.jpg,0,1,1,1,0
2890,36.jpg,0,1,1,0,0
2891,360.jpg,1,0,1,1,0
2892,3600.jpg,1,0,1,1,0
2893,3601.jpg,1,1,1,1,0
2894,3602.jpg,1,1,1,1,0
2895,3603.jpg,1,1,1,1,0
2896,3604.jpg,1,1,1,1,0
2897,3605.jpg,1,0,1,1,0
2898,3606.jpg,1,0,1,1,0
2899,3607.jpg,1,1,1,1,0
2900,3608.jpg,1,1,1,1,1
2901,3609.jpg,1,1,1,1,0
2902,361.jpg,1,0,1,1,0
2903,3610.jpg,1,0,1,1,1
2904,3611.jpg,1,1,1,1,0
2905,3612.jpg,1,1,1,1,0
2906,3613.jpg,1,0,1,1,0
2907,3614.jpg,1,0,1,1,0
2908,3615.jpg,1,0,1,1,0
2909,3616.jpg,1,1,1,1,0
2910,3617.jpg,1,1,1,1,0
2911,3618.jpg,1,1,1,1,0
2912,3619.jpg,1,0,1,1,0
2913,362.jpg,1,0,1,0,0
2914,3620.jpg,1,0,1,1,0
2915,3621.jpg,1,1,1,1,0
2916,3622.jpg,1,1,1,1,0
2917,3623.jpg,1,1,0,0,1
2918,3624.jpg,1,1,0,1,1
2919,3625.jpg,1,0,0,1,1
2920,3626.jpg,1,0,1,1,1
2921,3627.jpg,1,1,1,1,1
2922,3628.jpg,1,0,0,1,1
2923,3629.jpg,1,1,0,0,1
2924,363.jpg,1,1,1,0,0
2925,3630.jpg,1,1,0,0,1
2926,3631.jpg,1,0,1,1,1
2927,3632.jpg,1,0,1,1,1
2928,3633.jpg,1,0,0,1,1
2929,3634.jpg,1,0,1,1,1
2930,3635.jpg,1,0,1,1,1
2931,3636.jpg,1,0,0,1,1
2932,3637.jpg,1,0,1,1,1
2933,3638.jpg,1,1,1,1,1
2934,3639.jpg,1,1,0,1,1
2935,364.jpg,1,1,1,0,0
2936,3640.jpg,1,1,0,0,0
2937,3641.jpg,1,1,0,0,0
2938,3642.jpg,1,0,1,1,1
2939,3643.jpg,1,0,0,1,1
2940,3644.jpg,1,0,1,1,1
2941,3645.jpg,0,0,0,1,0
2942,3646.jpg,0,0,0,1,0
2943,3647.jpg,1,0,1,1,0
2944,3648.jpg,0,0,1,1,0
2945,3649.jpg,1,0,1,1,0
2946,365.jpg,1,1,1,0,0
2947,3650.jpg,0,0,0,1,0
2948,3651.jpg,0,0,0,1,0
2949,3652.jpg,0,0,0,1,0
2950,3653.jpg,0,0,1,1,0
2951,3654.jpg,0,0,1,1,0
2952,3655.jpg,0,0,0,1,0
2953,3656.jpg,0,0,0,1,0
2954,3657.jpg,0,0,0,1,0
2955,3658.jpg,0,0,0,1,0
2956,3659.jpg,0,0,0,1,0
2957,366.jpg,1,1,1,0,0
2958,3660.jpg,0,0,0,1,0
2959,3661.jpg,1,0,1,1,0
2960,3662.jpg,0,0,0,1,0
2961,3663.jpg,1,0,0,1,0
2962,3664.jpg,0,0,1,1,0
2963,3665.jpg,1,0,0,1,0
2964,3666.jpg,1,1,1,1,0
2965,3667.jpg,1,1,1,1,1
2966,3668.jpg,1,0,0,1,1
2967,3669.jpg,0,0,0,1,0
2968,367.jpg,1,0,1,0,0
2969,3670.jpg,1,0,0,1,0
2970,3671.jpg,1,0,1,1,0
2971,3672.jpg,1,0,1,1,1
2972,3673.jpg,1,1,1,1,0
2973,3674.jpg,1,0,0,1,0
2974,3675.jpg,0,0,0,1,0
2975,3676.jpg,1,0,1,1,0
2976,3677.jpg,1,1,1,1,0
2977,3678.jpg,1,0,1,1,0
2978,3679.jpg,1,0,0,1,0
2979,368.jpg,1,0,0,1,0
2980,3680.jpg,1,0,1,1,0
2981,3681.jpg,1,1,1,1,0
2982,3682.jpg,1,1,1,1,0
2983,3683.jpg,1,0,0,1,0
2984,3684.jpg,1,0,1,1,0
2985,3685.jpg,1,0,1,1,0
2986,3686.jpg,1,0,1,1,0
2987,3687.jpg,1,1,1,1,0
2988,3688.jpg,1,0,1,1,0
2989,3689.jpg,1,1,1,1,0
2990,369.jpg,1,1,1,0,0
2991,3690.jpg,1,0,1,1,0
2992,3691.jpg,1,0,1,1,0
2993,3692.jpg,1,0,1,1,0
2994,3693.jpg,1,0,1,1,0
2995,3694.jpg,1,0,1,1,0
2996,3695.jpg,1,0,1,1,0
2997,3696.jpg,0,0,1,1,0
2998,3697.jpg,0,0,1,1,0
2999,3698.jpg,1,1,1,1,0
3000,3699.jpg,1,0,1,1,0
3001,37.jpg,0,0,1,1,0
3002,370.jpg,1,1,1,0,0
3003,3700.jpg,1,1,1,1,1
3004,3701.jpg,1,1,1,1,0
3005,3702.jpg,1,1,1,1,0
3006,3703.jpg,1,1,1,1,0
3007,3704.jpg,1,0,1,1,0
3008,3705.jpg,1,0,1,1,0
3009,3706.jpg,0,0,0,1,0
3010,3707.jpg,1,0,0,1,0
3011,3708.jpg,1,0,1,1,0
3012,3709.jpg,1,0,0,1,0
3013,371.jpg,1,1,1,0,0
3014,3710.jpg,0,0,1,1,0
3015,3711.jpg,1,0,0,1,0
3016,3712.jpg,1,0,1,1,1
3017,3713.jpg,1,0,0,1,0
3018,3714.jpg,1,1,1,1,0
3019,3715.jpg,1,0,1,1,0
3020,3716.jpg,0,0,0,1,0
3021,3717.jpg,1,0,1,1,0
3022,3718.jpg,1,0,0,1,0
3023,3719.jpg,1,0,0,1,0
3024,372.jpg,1,1,1,1,0
3025,3720.jpg,1,0,0,1,0
3026,3721.jpg,1,0,1,1,0
3027,3722.jpg,1,0,1,1,0
3028,3723.jpg,1,0,1,1,0
3029,3724.jpg,1,0,0,1,0
3030,3725.jpg,1,1,1,1,0
3031,3726.jpg,1,0,1,1,0
3032,3727.jpg,1,1,1,1,0
3033,3728.jpg,0,0,1,1,0
3034,3729.jpg,1,1,1,1,0
3035,373.jpg,1,1,1,0,0
3036,3730.jpg,1,1,1,1,0
3037,3731.jpg,1,1,1,1,0
3038,3732.jpg,1,1,1,1,0
3039,3733.jpg,0,0,0,1,0
3040,3734.jpg,0,0,1,1,1
3041,3735.jpg,1,1,1,1,0
3042,3736.jpg,1,0,1,1,0
3043,3737.jpg,1,1,1,1,0
3044,3738.jpg,1,1,1,1,0
3045,3739.jpg,1,1,1,1,0
3046,374.jpg,1,0,1,1,0
3047,3740.jpg,1,1,1,1,0
3048,3741.jpg,1,0,1,1,1
3049,3742.jpg,1,0,1,1,0
3050,3743.jpg,1,1,1,1,0
3051,3744.jpg,1,0,1,1,0
3052,3745.jpg,0,1,1,1,0
3053,3746.jpg,1,0,1,1,0
3054,3747.jpg,0,0,1,1,0
3055,3748.jpg,0,0,0,1,0
3056,3749.jpg,1,0,0,1,0
3057,375.jpg,1,1,1,0,0
3058,3750.jpg,1,1,1,1,0
3059,3751.jpg,0,0,1,1,0
3060,3752.jpg,1,1,1,1,0
3061,3753.jpg,1,0,1,1,0
3062,3754.jpg,0,0,1,1,0
3063,3755.jpg,1,0,1,1,0
3064,3756.jpg,0,0,0,1,0
3065,3757.jpg,0,0,1,1,0
3066,3758.jpg,1,0,1,1,0
3067,3759.jpg,1,1,1,1,0
3068,376.jpg,1,1,1,0,0
3069,3760.jpg,0,0,1,1,0
3070,3761.jpg,1,1,1,1,0
3071,3762.jpg,1,0,0,1,0
3072,3763.jpg,0,0,1,1,0
3073,3764.jpg,0,0,1,1,0
